,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C),측정시간
150,-5.5,,0.7,140.0,52.0,2.1,-13.8,1013.3,1024.4,,,,,4.0,Ci,,1503,-6.2,-2.9,-1.1,0.5,1.2,2023-06-30 06:00:00
151,-5.6,,0.9,90.0,58.0,2.3,-12.5,1013.1,1024.2,,,,,7.0,Ci,,1368,-6.0,-2.9,-1.1,0.4,1.1,2023-06-30 07:00:00
152,-5.3,,1.1,90.0,53.0,2.2,-13.4,1012.8,1023.9,0.0,0.0,,,3.0,Ci,,1411,-6.0,-2.9,-1.2,0.4,1.2,2023-06-30 08:00:00
153,-3.8,,1.6,90.0,49.0,2.3,-12.9,1011.8,1022.8,0.5,0.18,,,8.0,Ci,,1371,-3.6,-2.3,-1.2,0.4,1.2,2023-06-30 09:00:00
154,-1.8,,1.8,180.0,40.0,2.1,-13.6,1013.8,1024.8,1.0,0.48,,,8.0,Ci,,1555,-1.2,-1.3,-1.0,0.4,1.2,2023-06-30 10:00:00
155,0.5,,1.4,160.0,35.0,2.2,-13.2,1013.4,1024.3,1.0,0.75,,,8.0,AcCi,45.0,1558,0.0,-0.6,-0.7,0.4,1.2,2023-06-30 11:00:00
156,1.1,,0.9,230.0,34.0,2.3,-13.0,1012.6,1023.4,0.6,0.6,,,9.0,AcCi,46.0,1455,0.4,-0.3,-0.4,0.4,1.2,2023-06-30 12:00:00
157,1.4,,0.8,340.0,34.0,2.3,-12.7,1011.3,1022.1,0.0,0.5,,,10.0,As,38.0,1394,0.7,-0.1,-0.3,0.4,1.2,2023-06-30 13:00:00
158,1.9,,0.7,340.0,32.0,2.3,-13.0,1010.3,1021.1,0.0,0.41,,,10.0,As,34.0,1368,1.0,0.0,-0.3,0.4,1.2,2023-06-30 14:00:00
159,2.7,,0.9,110.0,31.0,2.3,-12.7,1009.4,1020.1,0.0,0.43,,,10.0,As,30.0,1603,1.0,0.0,-0.2,0.4,1.1,2023-06-30 15:00:00
160,2.6,,1.0,90.0,32.0,2.4,-12.4,1009.1,1019.8,0.0,0.27,,,9.0,Ac,30.0,1381,0.8,0.1,-0.2,0.4,1.1,2023-06-30 16:00:00
161,2.3,,0.2,0.0,33.0,2.4,-12.3,1009.5,1020.2,0.0,0.13,,,10.0,As,30.0,1515,-0.1,0.0,-0.2,0.4,1.1,2023-06-30 17:00:00
162,1.8,,1.2,70.0,34.0,2.4,-12.4,1008.7,1019.5,0.0,0.0,,,10.0,As,27.0,1518,0.0,0.0,-0.2,0.4,1.1,2023-06-30 18:00:00
163,1.6,,1.0,180.0,35.0,2.4,-12.2,1009.5,1020.3,,,,,,,29.0,1419,-0.1,0.0,-0.1,0.4,1.2,2023-06-30 19:00:00
164,1.3,,0.4,0.0,38.0,2.6,-11.4,1009.2,1020.0,,,,,,,29.0,1386,-0.1,0.0,-0.1,0.5,1.1,2023-06-30 20:00:00
165,1.2,,0.6,50.0,39.0,2.6,-11.2,1008.4,1019.2,,,,,9.0,Ac,30.0,1378,-0.2,0.0,-0.1,0.4,1.1,2023-06-30 21:00:00
166,1.1,,0.5,20.0,40.0,2.6,-11.0,1008.4,1019.2,,,,,,,23.0,1305,-0.2,0.0,-0.1,0.5,1.1,2023-06-30 22:00:00
167,1.1,,0.6,320.0,39.0,2.6,-11.3,1008.1,1018.9,,,,,,,26.0,1422,-0.2,0.0,-0.1,0.4,1.1,2023-06-30 23:00:00
168,0.9,,1.1,270.0,42.0,2.8,-10.5,1007.5,1018.3,,,,,10.0,As,26.0,1271,-0.2,0.0,0.0,0.4,1.1,2023-07-01 00:00:00
169,0.9,,0.2,0.0,42.0,2.8,-10.5,1006.6,1017.4,,,,,,,19.0,1333,-0.3,0.0,-0.1,0.4,1.2,2023-07-01 01:00:00
170,0.8,,0.5,70.0,42.0,2.7,-10.6,1005.8,1016.6,,,,,,,16.0,1275,-0.3,0.0,-0.1,0.4,1.1,2023-07-01 02:00:00
171,0.9,,0.4,0.0,43.0,2.8,-10.2,1005.2,1016.0,,,,,10.0,ScAs,15.0,1261,-0.3,0.0,0.0,0.4,1.1,2023-07-01 03:00:00
172,1.0,,0.8,270.0,43.0,2.8,-10.2,1004.7,1015.5,,,,,10.0,ScAs,15.0,1253,-0.3,0.0,0.0,0.5,1.1,2023-07-01 04:00:00
173,0.8,,1.0,290.0,42.0,2.7,-10.6,1003.7,1014.5,,,,,10.0,ScAs,18.0,1394,-0.4,0.0,0.0,0.5,1.1,2023-07-01 05:00:00
174,0.8,0.0,0.7,250.0,45.0,2.9,-9.8,1003.6,1014.4,,,,,10.0,ScAs,10.0,1268,-0.4,0.0,0.0,0.5,1.1,2023-07-01 06:00:00
175,0.7,,0.8,340.0,44.0,2.8,-10.1,1002.8,1013.5,,,,,10.0,ScAs,17.0,1357,-0.6,0.0,-0.1,0.5,1.2,2023-07-01 07:00:00
176,0.7,,0.7,340.0,45.0,2.9,-9.9,1002.5,1013.2,0.0,0.0,,,10.0,As,22.0,1339,-0.6,0.0,0.0,0.5,1.1,2023-07-01 08:00:00
177,0.8,,0.9,270.0,47.0,3.0,-9.2,1003.1,1013.8,0.0,0.05,,,10.0,ScAs,18.0,1070,-0.2,0.0,0.0,0.5,1.1,2023-07-01 09:00:00
178,1.3,,0.8,270.0,43.0,2.9,-9.9,1002.9,1013.6,0.0,0.16,,,10.0,As,28.0,971,0.0,0.0,-0.1,0.5,1.1,2023-07-01 10:00:00
179,1.7,,0.6,250.0,37.0,2.6,-11.4,1002.2,1012.9,0.0,0.23,,,9.0,AcCi,35.0,1062,0.1,0.0,0.0,0.5,1.1,2023-07-01 11:00:00
180,2.7,,2.7,290.0,33.0,2.4,-12.0,1001.1,1011.7,0.5,0.6,,,9.0,Ac,31.0,1281,1.1,0.2,0.0,0.5,1.1,2023-07-01 12:00:00
181,3.0,,1.6,250.0,32.0,2.4,-12.1,1000.0,1010.6,0.0,0.38,,,10.0,As,30.0,1518,1.3,0.2,0.0,0.5,1.1,2023-07-01 13:00:00
182,3.4,,1.4,290.0,31.0,2.4,-12.1,998.8,1009.4,0.0,0.36,,,10.0,As,30.0,1267,1.8,0.3,0.0,0.5,1.1,2023-07-01 14:00:00
183,3.9,,1.8,270.0,33.0,2.7,-10.9,997.5,1008.0,0.0,0.39,,,9.0,Ac,30.0,1293,2.2,0.4,0.0,0.5,1.1,2023-07-01 15:00:00
184,3.5,,1.7,230.0,36.0,2.8,-10.2,997.5,1008.1,0.0,0.16,,,10.0,ScAs,11.0,1702,0.5,0.2,0.0,0.5,1.1,2023-07-01 16:00:00
185,2.7,,2.8,270.0,50.0,3.7,-6.7,997.6,1008.2,0.0,0.06,,,10.0,ScAs,9.0,1957,0.0,0.1,0.0,0.5,1.1,2023-07-01 17:00:00
186,1.5,0.0,2.5,250.0,70.0,4.8,-3.3,997.6,1008.3,0.0,0.0,,,10.0,StNs,7.0,638,0.0,0.1,0.0,0.5,1.1,2023-07-01 18:00:00
187,0.9,,1.6,230.0,88.0,5.8,-0.8,997.4,1008.1,,,0.5,,10.0,StNs,6.0,290,0.0,0.0,0.0,0.5,1.1,2023-07-01 19:00:00
188,1.0,,1.9,270.0,89.0,5.8,-0.6,997.6,1008.3,,,1.0,,10.0,StNs,6.0,407,0.0,0.1,0.0,0.5,1.2,2023-07-01 20:00:00
189,0.7,0.9,6.7,270.0,77.0,5.0,-2.8,998.2,1008.9,,,1.0,1.0,10.0,StNs,6.0,692,0.0,0.1,0.0,0.5,1.2,2023-07-01 21:00:00
190,0.1,,4.6,290.0,68.0,4.2,-5.1,998.5,1009.2,,,1.0,,7.0,Sc,10.0,740,0.0,0.0,0.0,0.5,1.2,2023-07-01 22:00:00
191,-0.6,,4.2,270.0,62.0,3.6,-6.9,998.7,1009.4,,,1.0,,,,21.0,936,-0.1,0.0,0.0,0.5,1.2,2023-07-01 23:00:00
192,-1.2,0.0,4.6,290.0,67.0,3.8,-6.5,998.7,1009.5,,,1.0,0.0,4.0,Sc,9.0,983,-0.1,0.0,0.0,0.5,1.1,2023-07-02 00:00:00
193,-1.9,,5.0,290.0,69.0,3.7,-6.8,998.8,1009.6,,,1.0,,9.0,Sc,7.0,791,-0.2,0.0,0.0,0.5,1.1,2023-07-02 01:00:00
194,-2.9,,3.3,290.0,66.0,3.3,-8.3,999.3,1010.2,,,1.0,,1.0,Sc,16.0,1515,-0.4,-0.1,0.0,0.5,1.2,2023-07-02 02:00:00
195,-3.4,0.0,3.2,270.0,67.0,3.2,-8.6,999.7,1010.6,,,0.9,,1.0,Sc,12.0,1420,-0.6,-0.2,0.0,0.5,1.1,2023-07-02 03:00:00
196,-4.3,,4.4,290.0,59.0,2.6,-11.1,1000.3,1011.2,,,0.9,,1.0,Sc,8.0,1451,-0.9,-0.3,0.0,0.5,1.1,2023-07-02 04:00:00
197,-5.1,,3.2,290.0,48.0,2.0,-14.4,1000.6,1011.6,,,0.9,,0.0,,,1821,-1.4,-0.5,0.0,0.5,1.1,2023-07-02 05:00:00
198,-5.6,,3.7,290.0,52.0,2.1,-13.9,1001.0,1012.0,,,0.9,,0.0,,,1785,-1.9,-0.7,0.0,0.5,1.1,2023-07-02 06:00:00
199,-5.9,,3.1,270.0,57.0,2.3,-13.0,1001.7,1012.7,,,0.8,,1.0,Sc,11.0,1686,-2.2,-0.9,-0.1,0.5,1.1,2023-07-02 07:00:00
200,-6.0,,3.2,290.0,64.0,2.5,-11.7,1002.6,1013.6,0.0,0.0,0.7,,1.0,Sc,8.0,1384,-2.5,-1.1,-0.1,0.5,1.1,2023-07-02 08:00:00
201,-6.0,,2.5,290.0,61.0,2.4,-12.3,1003.2,1014.2,0.4,0.13,0.6,,0.0,,,1547,-2.3,-1.1,-0.1,0.5,1.2,2023-07-02 09:00:00
202,-4.8,,3.0,290.0,57.0,2.4,-12.0,1003.8,1014.8,1.0,0.47,0.5,,1.0,Sc,9.0,1559,-1.3,-0.7,-0.1,0.5,1.2,2023-07-02 10:00:00
203,-3.9,,4.5,290.0,51.0,2.3,-12.5,1004.1,1015.1,1.0,0.73,0.5,,1.0,Sc,10.0,1746,-0.5,-0.4,-0.1,0.6,1.2,2023-07-02 11:00:00
204,-2.7,,2.4,290.0,45.0,2.3,-13.0,1003.5,1014.4,1.0,1.05,0.4,,1.0,Sc,11.0,1707,-0.1,-0.2,-0.1,0.5,1.2,2023-07-02 12:00:00
205,-2.6,,4.0,290.0,45.0,2.3,-12.9,1003.2,1014.1,1.0,1.11,0.3,,1.0,Sc,12.0,1663,0.0,0.0,0.0,0.6,1.2,2023-07-02 13:00:00
206,-1.8,,3.7,290.0,45.0,2.4,-12.1,1003.0,1013.8,1.0,1.06,0.2,,2.0,Sc,12.0,1922,0.2,0.1,0.0,0.6,1.1,2023-07-02 14:00:00
207,-2.4,0.0,4.6,290.0,51.0,2.6,-11.1,1003.1,1014.0,0.8,0.46,,,7.0,Sc,8.0,1458,0.0,0.0,-0.1,0.5,1.1,2023-07-02 15:00:00
208,-2.4,,3.3,290.0,56.0,2.9,-9.9,1003.5,1014.4,1.0,0.35,,,8.0,Sc,9.0,1541,0.0,0.0,0.0,0.6,1.1,2023-07-02 16:00:00
209,-2.9,,3.6,320.0,66.0,3.3,-8.3,1003.8,1014.7,1.0,0.23,,,7.0,Sc,6.0,743,-0.2,-0.1,-0.1,0.5,1.1,2023-07-02 17:00:00
210,-3.8,0.0,1.7,320.0,58.0,2.7,-10.8,1004.1,1015.0,0.2,0.01,,,0.0,,,1996,-1.0,-0.1,0.0,0.6,1.2,2023-07-02 18:00:00
211,-4.5,,0.6,290.0,57.0,2.5,-11.7,1004.3,1015.3,,,,,,,,2000,-1.8,-0.3,0.0,0.6,1.2,2023-07-02 19:00:00
212,-4.9,,0.6,360.0,59.0,2.5,-11.6,1004.2,1015.2,,,,,,,15.0,1992,-2.2,-0.5,0.0,0.5,1.1,2023-07-02 20:00:00
213,-4.8,,0.9,320.0,59.0,2.5,-11.6,1003.9,1014.9,,,,,9.0,Sc,13.0,2000,-2.1,-0.7,0.0,0.6,1.2,2023-07-02 21:00:00
214,-4.2,,1.6,340.0,67.0,3.0,-9.4,1004.0,1015.0,,,,,10.0,ScAs,8.0,503,-2.0,-0.7,-0.1,0.6,1.2,2023-07-02 22:00:00
215,-4.9,,0.7,20.0,80.0,3.4,-7.8,1003.8,1014.8,,,0.2,,10.0,StNs,6.0,690,-2.0,-0.8,-0.1,0.6,1.2,2023-07-02 23:00:00
216,-5.2,0.5,0.8,360.0,82.0,3.4,-7.7,1003.6,1014.6,,,0.5,0.5,10.0,StNs,5.0,152,-1.9,-0.8,-0.1,0.6,1.2,2023-07-03 00:00:00
217,-5.6,,1.7,360.0,75.0,3.0,-9.3,1003.5,1014.5,,,0.8,,7.0,Sc,10.0,1982,-2.0,-0.9,-0.1,0.5,1.2,2023-07-03 01:00:00
218,-5.7,,1.2,290.0,72.0,2.9,-9.9,1004.0,1015.0,,,0.8,,9.0,Sc,11.0,1925,-2.0,-1.0,-0.1,0.6,1.1,2023-07-03 02:00:00
219,-6.1,0.3,1.1,320.0,70.0,2.7,-10.6,1004.5,1015.5,,,0.8,0.3,7.0,Sc,13.0,2000,-2.4,-1.2,-0.2,0.5,1.2,2023-07-03 03:00:00
220,-6.6,,2.2,340.0,72.0,2.7,-10.8,1004.6,1015.7,,,0.8,,0.0,,,2000,-2.9,-1.6,-0.2,0.6,1.2,2023-07-03 04:00:00
221,-7.3,,1.6,290.0,75.0,2.7,-10.9,1004.5,1015.6,,,0.8,,0.0,,,2000,-3.3,-1.8,-0.2,0.6,1.2,2023-07-03 05:00:00
222,-7.7,,1.1,320.0,74.0,2.5,-11.5,1004.8,1015.9,,,0.8,,0.0,,,2000,-3.6,-2.0,-0.4,0.5,1.1,2023-07-03 06:00:00
223,-8.0,,1.8,270.0,70.0,2.3,-12.5,1005.5,1016.6,,,0.7,,0.0,,,2000,-3.9,-2.2,-0.5,0.5,1.1,2023-07-03 07:00:00
224,-7.9,,2.6,290.0,67.0,2.3,-12.9,1006.1,1017.2,0.0,0.0,0.7,,0.0,,,1896,-4.0,-2.4,-0.5,0.5,1.1,2023-07-03 08:00:00
225,-7.7,,3.6,270.0,62.0,2.1,-13.7,1006.9,1018.0,0.5,0.13,0.7,,0.0,,,1637,-3.6,-2.1,-0.5,0.5,1.1,2023-07-03 09:00:00
226,-6.9,,3.2,290.0,53.0,1.9,-14.8,1007.4,1018.5,1.0,0.52,0.6,,0.0,,,1576,-2.3,-1.4,-0.4,0.5,1.2,2023-07-03 10:00:00
227,-6.4,,4.5,320.0,49.0,1.9,-15.3,1007.5,1018.6,1.0,0.86,0.5,,0.0,,,1759,-1.2,-0.9,-0.4,0.5,1.1,2023-07-03 11:00:00
228,-5.6,,4.5,290.0,44.0,1.8,-15.9,1007.0,1018.0,1.0,1.1,0.5,,0.0,,,1830,-0.5,-0.6,-0.3,0.5,1.2,2023-07-03 12:00:00
229,-5.1,,4.7,290.0,43.0,1.8,-15.7,1006.7,1017.7,1.0,1.18,0.4,,0.0,,,1901,-0.2,-0.3,-0.2,0.5,1.2,2023-07-03 13:00:00
230,-5.3,,5.3,290.0,37.0,1.5,-17.7,1006.8,1017.8,1.0,1.05,0.3,,1.0,Sc,14.0,2000,-0.1,-0.2,-0.1,0.5,1.2,2023-07-03 14:00:00
231,-5.3,,4.8,290.0,33.0,1.4,-19.0,1007.1,1018.1,1.0,0.99,0.3,,0.0,,,2000,-0.1,-0.2,-0.1,0.5,1.2,2023-07-03 15:00:00
232,-5.4,,3.9,290.0,30.0,1.2,-20.2,1007.5,1018.5,1.0,0.69,0.2,,0.0,,,2000,-0.6,-0.1,-0.1,0.5,1.2,2023-07-03 16:00:00
233,-6.5,,4.0,320.0,34.0,1.3,-19.8,1008.5,1019.6,1.0,0.31,,,0.0,,,2000,-2.1,-0.3,-0.1,0.5,1.1,2023-07-03 17:00:00
234,-7.8,,4.5,320.0,32.0,1.1,-21.6,1009.2,1020.4,0.3,0.02,,,0.0,,,2000,-3.4,-0.8,-0.2,0.5,1.1,2023-07-03 18:00:00
235,-8.5,,2.9,290.0,35.0,1.1,-21.2,1010.4,1021.6,,,,,,,,2000,-4.4,-1.4,-0.3,0.5,1.1,2023-07-03 19:00:00
236,-8.9,,2.3,290.0,41.0,1.3,-19.7,1011.0,1022.2,,,,,,,,2000,-5.0,-1.9,-0.4,0.5,1.1,2023-07-03 20:00:00
237,-9.4,,2.0,290.0,47.0,1.4,-18.6,1011.6,1022.9,,,,,0.0,,,2000,-5.5,-2.4,-0.5,0.5,1.1,2023-07-03 21:00:00
238,-9.7,,2.8,320.0,51.0,1.5,-17.9,1012.0,1023.3,,,,,,,,2000,-5.9,-2.8,-0.7,0.5,1.1,2023-07-03 22:00:00
239,-10.2,,3.3,270.0,53.0,1.5,-17.9,1012.2,1023.5,,,,,,,,1997,-6.1,-3.1,-0.8,0.5,1.1,2023-07-03 23:00:00
240,-10.3,,2.4,290.0,54.0,1.5,-17.8,1012.3,1023.6,,,,,0.0,,,1988,-6.3,-3.3,-1.0,0.4,1.1,2023-07-04 00:00:00
241,-10.6,,2.9,290.0,55.0,1.5,-17.9,1012.4,1023.7,,,,,,,,1987,-6.6,-3.6,-1.1,0.4,1.1,2023-07-04 01:00:00
242,-10.9,,2.7,290.0,57.0,1.5,-17.7,1012.7,1024.0,,,,,,,,1900,-6.8,-3.7,-1.3,0.4,1.1,2023-07-04 02:00:00
243,-11.2,,2.9,290.0,59.0,1.5,-17.6,1013.2,1024.6,,,,,0.0,,,1872,-6.9,-3.9,-1.5,0.4,1.1,2023-07-04 03:00:00
244,-11.5,,2.3,290.0,57.0,1.5,-18.3,1013.2,1024.6,,,,,0.0,,,1899,-7.2,-4.1,-1.6,0.3,1.0,2023-07-04 04:00:00
245,-11.9,,1.8,290.0,61.0,1.5,-17.9,1013.5,1024.9,,,,,0.0,,,1759,-7.4,-4.3,-1.8,0.3,1.1,2023-07-04 05:00:00
246,-12.0,,2.3,290.0,61.0,1.5,-18.0,1013.9,1025.3,,,,,0.0,,,1709,-7.5,-4.4,-1.9,0.2,1.1,2023-07-04 06:00:00
247,-12.3,,2.3,270.0,59.0,1.4,-18.6,1014.2,1025.6,,,,,0.0,,,1738,-7.7,-4.6,-2.1,0.2,1.0,2023-07-04 07:00:00
248,-12.6,,1.6,290.0,61.0,1.4,-18.5,1014.8,1026.2,0.0,0.0,,,0.0,,,1610,-7.9,-4.7,-2.2,0.2,1.0,2023-07-04 08:00:00
249,-12.0,,2.6,290.0,53.0,1.3,-19.6,1015.4,1026.8,0.4,0.16,,,1.0,Sc,10.0,1781,-7.1,-4.4,-2.2,0.1,1.0,2023-07-04 09:00:00
250,-11.1,,3.7,320.0,46.0,1.2,-20.4,1015.9,1027.3,1.0,0.48,,,1.0,Sc,10.0,1638,-5.4,-3.5,-2.1,0.1,1.0,2023-07-04 10:00:00
251,-10.2,,3.5,320.0,41.0,1.2,-20.9,1016.0,1027.4,1.0,0.84,,,1.0,Sc,10.0,1629,-3.6,-2.6,-1.8,0.1,1.0,2023-07-04 11:00:00
252,-8.6,,2.6,250.0,40.0,1.3,-19.8,1015.7,1027.0,1.0,1.11,,,1.0,Sc,11.0,1700,-1.8,-1.7,-1.4,0.1,1.0,2023-07-04 12:00:00
253,-8.6,,3.4,290.0,41.0,1.3,-19.5,1015.3,1026.6,1.0,1.2,,,1.0,Sc,11.0,1593,-0.9,-1.0,-1.1,0.1,1.0,2023-07-04 13:00:00
254,-7.4,,3.3,270.0,38.0,1.3,-19.3,1015.2,1026.4,1.0,1.15,,,2.0,Sc,12.0,1718,-0.5,-0.6,-0.8,0.1,1.0,2023-07-04 14:00:00
255,-8.3,,3.8,320.0,42.0,1.4,-18.9,1015.4,1026.7,1.0,0.93,,,1.0,Sc,12.0,1745,-0.9,-0.4,-0.6,0.2,1.0,2023-07-04 15:00:00
256,-8.2,,2.8,290.0,39.0,1.3,-19.7,1015.6,1026.9,1.0,0.63,,,1.0,Sc,12.0,1807,-1.8,-0.5,-0.6,0.2,0.9,2023-07-04 16:00:00
257,-9.3,,2.8,290.0,43.0,1.3,-19.6,1016.0,1027.3,1.0,0.28,,,1.0,Sc,12.0,1900,-3.8,-0.9,-0.6,0.1,0.9,2023-07-04 17:00:00
258,-10.4,,2.3,290.0,43.0,1.2,-20.6,1016.4,1027.8,0.3,0.02,,,0.0,,,1985,-5.3,-1.8,-0.7,0.1,0.9,2023-07-04 18:00:00
259,-10.9,,3.0,290.0,44.0,1.2,-20.7,1017.0,1028.4,,,,,,,,2000,-6.2,-2.4,-0.8,0.1,0.9,2023-07-04 19:00:00
260,-11.6,,1.8,340.0,49.0,1.2,-20.1,1017.7,1029.1,,,,,,,,1953,-6.9,-3.1,-1.1,0.1,0.9,2023-07-04 20:00:00
261,-12.4,,2.2,290.0,51.0,1.2,-20.4,1018.2,1029.7,,,,,0.0,,,1992,-7.6,-3.7,-1.5,0.1,0.9,2023-07-04 21:00:00
262,-12.9,,2.8,290.0,52.0,1.2,-20.7,1018.6,1030.1,,,,,,,,2000,-8.1,-4.2,-1.8,0.1,0.9,2023-07-04 22:00:00
263,-13.2,,1.5,320.0,51.0,1.1,-21.2,1018.8,1030.3,,,,,,,,1972,-8.5,-4.6,-2.2,0.0,0.9,2023-07-04 23:00:00
264,-13.6,,1.6,290.0,49.0,1.1,-22.0,1018.8,1030.3,,,,,0.0,,,2000,-8.8,-4.9,-2.4,0.0,0.9,2023-07-05 00:00:00
265,-13.7,,3.0,290.0,47.0,1.0,-22.6,1019.0,1030.5,,,,,,,,2000,-9.1,-5.2,-2.6,0.0,0.8,2023-07-05 01:00:00
266,-13.8,,2.6,290.0,43.0,0.9,-23.7,1019.1,1030.6,,,,,,,,2000,-9.3,-5.4,-2.8,-0.1,0.8,2023-07-05 02:00:00
267,-14.1,,1.8,340.0,45.0,0.9,-23.4,1019.2,1030.8,,,,,0.0,,,2000,-9.6,-5.6,-2.9,-0.1,0.8,2023-07-05 03:00:00
268,-14.3,,2.0,340.0,45.0,0.9,-23.6,1019.3,1030.9,,,,,0.0,,,2000,-9.8,-5.8,-3.1,-0.1,0.8,2023-07-05 04:00:00
269,-14.6,,1.1,320.0,45.0,0.9,-23.9,1019.4,1031.0,,,,,0.0,,,2000,-10.0,-5.9,-3.2,-0.2,0.8,2023-07-05 05:00:00
270,-14.9,,2.3,290.0,45.0,0.9,-24.2,1020.1,1031.7,,,,,0.0,,,2000,-10.1,-6.1,-3.4,-0.2,0.8,2023-07-05 06:00:00
271,-15.1,,0.9,340.0,45.0,0.9,-24.4,1020.4,1032.0,,,,,0.0,,,2000,-10.3,-6.3,-3.5,-0.3,0.7,2023-07-05 07:00:00
272,-15.1,,1.2,20.0,44.0,0.8,-24.6,1021.2,1032.8,0.0,0.0,,,0.0,,,2000,-10.4,-6.4,-3.6,-0.3,0.7,2023-07-05 08:00:00
273,-14.9,,1.2,340.0,40.0,0.8,-25.5,1021.9,1033.5,0.5,0.16,,,0.0,,,1999,-9.5,-5.9,-3.7,-0.3,0.8,2023-07-05 09:00:00
274,-13.0,,2.2,320.0,37.0,0.8,-24.6,1022.2,1033.7,1.0,0.59,,,0.0,,,1960,-6.8,-4.7,-3.4,-0.4,0.7,2023-07-05 10:00:00
275,-11.2,,2.4,320.0,31.0,0.8,-25.0,1022.0,1033.5,1.0,0.94,,,0.0,,,1944,-4.1,-3.2,-2.9,-0.4,0.6,2023-07-05 11:00:00
276,-9.6,,2.0,290.0,27.0,0.8,-25.1,1021.7,1033.1,1.0,1.17,,,0.0,,,1945,-2.3,-2.2,-2.2,-0.4,0.7,2023-07-05 12:00:00
277,-8.2,,2.0,270.0,29.0,1.0,-23.1,1021.0,1032.3,1.0,1.19,,,0.0,,,1920,-1.1,-1.3,-1.8,-0.4,0.7,2023-07-05 13:00:00
278,-7.2,,2.3,290.0,28.0,1.0,-22.6,1020.6,1031.9,1.0,1.14,,,0.0,,,1990,-0.6,-0.8,-1.4,-0.3,0.7,2023-07-05 14:00:00
279,-6.5,,2.4,290.0,26.0,1.0,-22.8,1020.3,1031.5,1.0,0.96,,,0.0,,,1987,-0.6,-0.6,-1.0,-0.2,0.6,2023-07-05 15:00:00
280,-5.8,,1.1,290.0,21.0,0.8,-24.6,1020.0,1031.2,1.0,0.66,,,0.0,,,2000,-1.6,-0.4,-0.8,-0.2,0.6,2023-07-05 16:00:00
281,-6.5,,1.5,290.0,22.0,0.8,-24.7,1019.7,1030.9,1.0,0.28,,,0.0,,,2000,-3.5,-0.6,-0.7,-0.2,0.6,2023-07-05 17:00:00
282,-7.5,,2.0,290.0,28.0,1.0,-22.9,1020.0,1031.3,0.3,0.02,,,0.0,,,2000,-4.7,-1.3,-0.8,-0.2,0.6,2023-07-05 18:00:00
283,-8.2,,1.1,290.0,32.0,1.1,-22.0,1020.1,1031.4,,,,,,,,2000,-5.6,-2.0,-0.9,-0.2,0.6,2023-07-05 19:00:00
284,-7.9,,1.4,320.0,31.0,1.0,-22.1,1020.3,1031.6,,,,,,,13.0,2000,-5.0,-2.3,-1.1,-0.2,0.6,2023-07-05 20:00:00
285,-7.4,,1.4,270.0,33.0,1.2,-20.9,1020.5,1031.8,,,,,9.0,Sc,11.0,2000,-4.8,-2.4,-1.3,-0.2,0.6,2023-07-05 21:00:00
286,-6.9,,1.6,290.0,39.0,1.4,-18.5,1020.6,1031.9,,,,,9.0,Sc,10.0,2000,-4.4,-2.4,-1.4,-0.2,0.6,2023-07-05 22:00:00
287,-6.7,,1.3,320.0,36.0,1.3,-19.3,1020.8,1032.0,,,,,9.0,Sc,9.0,1821,-4.3,-2.4,-1.4,-0.2,0.6,2023-07-05 23:00:00
288,-6.6,0.0,1.6,290.0,39.0,1.5,-18.2,1020.8,1032.0,,,,,9.0,Sc,8.0,1930,-4.2,-2.4,-1.4,-0.2,0.6,2023-07-06 00:00:00
289,-6.5,,0.5,20.0,45.0,1.7,-16.4,1020.5,1031.7,,,,,9.0,Sc,8.0,1964,-4.2,-2.4,-1.5,-0.2,0.6,2023-07-06 01:00:00
290,-6.4,,0.9,20.0,40.0,1.5,-17.8,1020.3,1031.5,,,,,9.0,Sc,8.0,2000,-4.3,-2.4,-1.5,-0.2,0.6,2023-07-06 02:00:00
291,-6.5,0.0,0.7,340.0,42.0,1.6,-17.3,1020.5,1031.7,,,,,9.0,Sc,7.0,1996,-4.4,-2.5,-1.6,-0.2,0.6,2023-07-06 03:00:00
292,-6.4,,0.8,50.0,46.0,1.7,-16.1,1019.9,1031.1,,,,,9.0,Sc,12.0,1993,-4.4,-2.5,-1.6,-0.2,0.6,2023-07-06 04:00:00
293,-6.3,,0.8,20.0,51.0,1.9,-14.8,1019.8,1031.0,,,,,9.0,Sc,5.0,2000,-4.3,-2.5,-1.6,-0.3,0.6,2023-07-06 05:00:00
294,-6.4,0.0,0.6,90.0,59.0,2.2,-13.1,1019.7,1030.9,,,,,9.0,Sc,5.0,887,-4.1,-2.5,-1.6,-0.3,0.6,2023-07-06 06:00:00
295,-6.5,,0.6,90.0,68.0,2.6,-11.4,1020.0,1031.2,,,,,10.0,StNs,5.0,571,-3.9,-2.5,-1.6,-0.3,0.6,2023-07-06 07:00:00
296,-6.5,,0.8,50.0,72.0,2.7,-10.7,1020.4,1031.6,0.0,0.0,0.2,,10.0,StNs,6.0,670,-3.8,-2.5,-1.6,-0.2,0.6,2023-07-06 08:00:00
